"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-27T15:47:39Z","2024-10-27T17:47:39Z","T1547.001","11","Change Startup Folder - HKCU Modify User Shell Folders Startup Value","Server002","System.Object[]","server002\admin_test","8834b65a-f808-4ece-ad7e-2acdf647aafa","3216","0"
