"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-27T13:50:56Z","2024-10-27T15:50:56Z","T1546.008","2","Replace binary of sticky keys","Server002","System.Object[]","server002\admin_test","934e90cf-29ca-48b3-863c-411737ad44e3","4892","0"
