"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-25T21:56:15Z","2024-10-26T00:56:15Z","T1218","14","Provlaunch.exe Executes Arbitrary Command via Registry Key","Server002","System.Object[]","server002\admin_test","ab76e34f-28bf-441f-a39c-8db4835b89cc","6940","0"
