"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-23T12:34:48Z","2024-10-23T15:34:48Z","T1059.005","3","Extract Memory via VBA","Server002","System.Object[]","server002\admin_test","8faff437-a114-4547-9a60-749652a03df6","2872","0"
"2024-11-02T10:37:58Z","2024-11-02T12:37:58Z","T1059.005","3","Extract Memory via VBA","Server002","System.Object[]","server002\admin_test","8faff437-a114-4547-9a60-749652a03df6","4260","0"
