"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-22T19:11:27Z","2024-10-22T22:11:27Z","T1057","2","Process Discovery - tasklist","Server002","System.Object[]","server002\admin_test","c5806a4f-62b8-4900-980b-c7ec004e9908","5324","0"
