"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-21T11:05:16Z","2024-10-21T14:05:16Z","T1021.002","1","Map admin share","Server002","System.Object[]","server002\admin_test","3386975b-367a-4fbb-9d77-4dcf3639ffd3","3988","2"
