"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-22T15:50:12Z","2024-10-22T18:50:12Z","T1048.003","6","MAZE FTP Upload","Server002","System.Object[]","server002\admin_test","57799bc2-ad1e-4130-a793-fb0c385130ba","6092","0"
