2766,4063,2025-04-16 19:42:18.7519923,30,Error,Microsoft-Windows-Eventlog,System,1048,1100,Server002,19,S-1-5-19,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x8000000000020000,0,"{""UserData"":{""InitChannelPublisherEnableFailure"":{""ErrorCode"":""5"",""ChannelPath"":""Microsoft-Windows-Kernel-ShimEngine/Operational"",""PublisherGuid"":""0bf2fb94-7b60-4b4d-9766-e82f658df540""}}}"
2767,4064,2025-04-16 19:42:27.7695004,15007,Info,Microsoft-Windows-HttpEvent,System,4,328,Server002,19,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x80000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""DeviceObject""},{""@Name"":""Url"",""#text"":""https://+:3392/rdp/""}]}}"
2768,4065,2025-04-16 19:42:27.7695004,15007,Info,Microsoft-Windows-HttpEvent,System,4,328,Server002,19,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x80000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""DeviceObject""},{""@Name"":""Url"",""#text"":""http://+:3387/rdp/""}]}}"
2769,4066,2025-04-16 19:42:30.1993012,16,Info,Microsoft-Windows-Kernel-General,System,3932,5836,Server002,19,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""HiveNameLength"",""#text"":""163""},{""@Name"":""HiveName"",""#text"":""\\??\\C:\\ProgramData\\Microsoft\\Windows\\AppRepository\\Packages\\Microsoft.Windows.CloudExperienceHost_10.0.19041.5198_neutral_neutral_cw5n1h2txyewy\\ActivationStore.dat""},{""@Name"":""KeysUpdated"",""#text"":""0""},{""@Name"":""DirtyPages"",""#text"":""0""}]}}"
2770,4067,2025-04-16 19:42:52.4379592,16,Info,Microsoft-Windows-Kernel-General,System,3932,5836,Server002,19,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""HiveNameLength"",""#text"":""163""},{""@Name"":""HiveName"",""#text"":""\\??\\C:\\ProgramData\\Microsoft\\Windows\\AppRepository\\Packages\\Microsoft.Windows.ShellExperienceHost_10.0.19041.5072_neutral_neutral_cw5n1h2txyewy\\ActivationStore.dat""},{""@Name"":""KeysUpdated"",""#text"":""0""},{""@Name"":""DirtyPages"",""#text"":""0""}]}}"
2771,4068,2025-04-16 19:42:53.0725072,16,Info,Microsoft-Windows-Kernel-General,System,3932,5836,Server002,19,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""HiveNameLength"",""#text"":""167""},{""@Name"":""HiveName"",""#text"":""\\??\\C:\\ProgramData\\Microsoft\\Windows\\AppRepository\\Packages\\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.5438_neutral_neutral_cw5n1h2txyewy\\ActivationStore.dat""},{""@Name"":""KeysUpdated"",""#text"":""0""},{""@Name"":""DirtyPages"",""#text"":""0""}]}}"
2772,4069,2025-04-16 19:42:54.4582152,16,Info,Microsoft-Windows-Kernel-General,System,3932,5836,Server002,19,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""HiveNameLength"",""#text"":""144""},{""@Name"":""HiveName"",""#text"":""\\??\\C:\\ProgramData\\Microsoft\\Windows\\AppRepository\\Packages\\MicrosoftWindows.Client.CBS_1000.19061.1000.0_x64__cw5n1h2txyewy\\ActivationStore.dat""},{""@Name"":""KeysUpdated"",""#text"":""0""},{""@Name"":""DirtyPages"",""#text"":""0""}]}}"
2773,4070,2025-04-16 19:43:20.8170128,1074,Info,User32,System,436,580,Server002,19,S-1-5-18,A user initiated a system restart,NT AUTHORITY\SYSTEM,,Hostname: SERVER002,Reason: Operating System: Upgrade (Planned),Type: restart,Code: 0x80020003,,,C:\Windows\servicing\TrustedInstaller.exe (SERVER002),False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""C:\\Windows\\servicing\\TrustedInstaller.exe (SERVER002)""},{""@Name"":""param2"",""#text"":""SERVER002""},{""@Name"":""param3"",""#text"":""Operating System: Upgrade (Planned)""},{""@Name"":""param4"",""#text"":""0x80020003""},{""@Name"":""param5"",""#text"":""restart""},{""@Name"":""param6""},{""@Name"":""param7"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
2774,4071,2025-04-16 19:43:30.9704108,1,Info,Microsoft-Windows-FilterManager,System,4,192,Server002,19,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""FinalStatus"",""#text"":""0x0""},{""@Name"":""DeviceVersionMajor"",""#text"":""10""},{""@Name"":""DeviceVersionMinor"",""#text"":""0""},{""@Name"":""DeviceNameLength"",""#text"":""10""},{""@Name"":""DeviceName"",""#text"":""MBAMFarflt""},{""@Name"":""DeviceTime"",""#text"":""2025-01-28 18:37:27.0000000""}]}}"
2775,4072,2025-04-16 19:43:30.9805169,1,Info,Microsoft-Windows-FilterManager,System,4,284,Server002,19,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""FinalStatus"",""#text"":""0x0""},{""@Name"":""DeviceVersionMajor"",""#text"":""10""},{""@Name"":""DeviceVersionMinor"",""#text"":""0""},{""@Name"":""DeviceNameLength"",""#text"":""14""},{""@Name"":""DeviceName"",""#text"":""MBAMProtection""},{""@Name"":""DeviceTime"",""#text"":""2024-10-29 21:38:46.0000000""}]}}"
2776,4073,2025-04-16 19:43:37.4703415,6006,Info,EventLog,System,0,0,Server002,19,,The Event log service was stopped,,,Computer: Server002,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""01-00-00-00-00-00-00-00""}}"
2777,4074,2025-04-16 19:43:37.2987754,7034,Error,Service Control Manager,System,652,3816,Server002,19,,Service crashed unexpectedly,,,Name: OpenSSH SSH Server,It has done this 1 time(s),,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""OpenSSH SSH Server""},{""@Name"":""param2"",""#text"":""1""}],""Binary"":""73-00-73-00-68-00-64-00-00-00""}}"
2778,4075,2025-04-16 19:43:37.4057229,50104,Info,Microsoft-Windows-Dhcp-Client,System,1136,1140,Server002,19,S-1-5-19,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x2000000000000000,0,"{""EventData"":""""}"
2779,4076,2025-04-16 19:43:37.4059708,50105,Info,Microsoft-Windows-Dhcp-Client,System,1136,1172,Server002,19,S-1-5-19,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x2000000000000000,0,"{""EventData"":""""}"
2780,4077,2025-04-16 19:43:37.4215154,50106,Info,Microsoft-Windows-Dhcp-Client,System,1136,1172,Server002,19,S-1-5-19,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x2000000000000000,0,"{""EventData"":""""}"
2781,4078,2025-04-16 19:43:37.4626107,51047,Info,Microsoft-Windows-DHCPv6-Client,System,1136,1196,Server002,19,S-1-5-19,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x2000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""DwordVal"",""#text"":""1""}}}"
2782,4079,2025-04-16 19:43:37.4626120,51057,Info,Microsoft-Windows-DHCPv6-Client,System,1136,1196,Server002,19,S-1-5-19,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x2000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""DwordVal"",""#text"":""1""}}}"
2783,4080,2025-04-16 19:43:37.4626775,51057,Info,Microsoft-Windows-DHCPv6-Client,System,1136,1196,Server002,19,S-1-5-19,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x2000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""DwordVal"",""#text"":""1""}}}"
2784,4081,2025-04-16 19:43:37.4893406,50037,Info,Microsoft-Windows-Dhcp-Client,System,1136,1172,Server002,19,S-1-5-19,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x2000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""DwordVal"",""#text"":""1""}}}"
2785,4082,2025-04-16 19:44:08.7247468,6009,Info,EventLog,System,0,0,Server002,19,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""10.00., 19045, Multiprocessor Free, 0"",""Binary"":""""}}"
2786,4083,2025-04-16 19:44:08.7247468,6005,Info,EventLog,System,0,0,Server002,19,,The Event log service was started,,,Computer: Server002,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""E9-07-04-00-03-00-10-00-13-00-2C-00-08-00-D4-02-00-00-00-00-00-00-00-00""}}"
2787,4084,2025-04-16 19:44:08.7247468,6013,Info,EventLog,System,0,0,Server002,19,,System uptime,,,The system uptime is 12 seconds,"TimeZone: 60, 0 GMT Standard Time",,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""12, 60, 0 GMT Standard Time"",""Binary"":""31-00-2E-00-31-00-00-00-30-00-00-00-57-00-69-00-6E-00-64-00-6F-00-77-00-73-00-20-00-31-00-30-00-20-00-48-00-6F-00-6D-00-65-00-00-00-31-00-30-00-2E-00-30-00-2E-00-31-00-39-00-30-00-34-00-35-00-20-00-42-00-75-00-69-00-6C-00-64-00-20-00-31-00-39-00-30-00-34-00-35-00-20-00-20-00-00-00-4D-00-75-00-6C-00-74-00-69-00-70-00-72-00-6F-00-63-00-65-00-73-00-73-00-6F-00-72-00-20-00-46-00-72-00-65-00-65-00-00-00-31-00-39-00-30-00-34-00-31-00-2E-00-76-00-62-00-5F-00-72-00-65-00-6C-00-65-00-61-00-73-00-65-00-2E-00-31-00-39-00-31-00-32-00-30-00-36-00-2D-00-31-00-34-00-30-00-36-00-00-00-36-00-36-00-37-00-64-00-37-00-35-00-64-00-33-00-00-00-4E-00-6F-00-74-00-20-00-41-00-76-00-61-00-69-00-6C-00-61-00-62-00-6C-00-65-00-00-00-4E-00-6F-00-74-00-20-00-41-00-76-00-61-00-69-00-6C-00-61-00-62-00-6C-00-65-00-00-00-39-00-00-00-32-00-00-00-34-00-30-00-39-00-36-00-00-00-38-00-30-00-39-00-00-00-53-00-65-00-72-00-76-00-65-00-72-00-30-00-30-00-32-00-00-00-00-00""}}"
2788,4085,2025-04-16 19:43:42.3363959,109,Info,Microsoft-Windows-Kernel-Power,System,512,516,Server002,19,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x8000400000000404,0,"{""EventData"":{""Data"":[{""@Name"":""ShutdownActionType"",""#text"":""5""},{""@Name"":""ShutdownEventCode"",""#text"":""0""},{""@Name"":""ShutdownReason"",""#text"":""5""}]}}"
2789,4086,2025-04-16 19:43:43.7467254,13,Info,Microsoft-Windows-Kernel-General,System,4,1256,Server002,19,,OS was shutdown,,,StopTime: 2025-04-16 19:43:43.7467243,"BootMode: ",,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,State,0,"{""EventData"":{""Data"":{""@Name"":""StopTime"",""#text"":""2025-04-16 19:43:43.7467243""}}}"
2790,4087,2025-04-16 19:43:57.1786187,12,Info,Microsoft-Windows-Kernel-General,System,4,8,Server002,19,S-1-5-18,OS was started,,,StartTime: 2025-04-16 19:43:56.5000000,BootMode: Normal boot,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,State,0,"{""EventData"":{""Data"":[{""@Name"":""MajorVersion"",""#text"":""10""},{""@Name"":""MinorVersion"",""#text"":""0""},{""@Name"":""BuildVersion"",""#text"":""19041""},{""@Name"":""QfeVersion"",""#text"":""5737""},{""@Name"":""ServiceVersion"",""#text"":""0""},{""@Name"":""BootMode"",""#text"":""0""},{""@Name"":""StartTime"",""#text"":""2025-04-16 19:43:56.5000000""}]}}"
2791,4088,2025-04-16 19:43:57.1786482,153,Info,Microsoft-Windows-Kernel-Boot,System,4,8,Server002,19,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Status"",""#text"":""0""},{""@Name"":""EnableDisableReason"",""#text"":""0""},{""@Name"":""VsmPolicy"",""#text"":""0""}]}}"
2792,4089,2025-04-16 19:43:57.1786642,20,Info,Microsoft-Windows-Kernel-Boot,System,4,8,Server002,19,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""LastShutdownGood"",""#text"":""True""},{""@Name"":""LastBootGood"",""#text"":""True""},{""@Name"":""LastBootId"",""#text"":""59""},{""@Name"":""BootStatusPolicy"",""#text"":""2""}]}}"
2793,4090,2025-04-16 19:43:57.1786887,25,Info,Microsoft-Windows-Kernel-Boot,System,4,8,Server002,19,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":{""@Name"":""BootMenuPolicy"",""#text"":""1""}}}"
2794,4091,2025-04-16 19:43:57.1786890,27,Info,Microsoft-Windows-Kernel-Boot,System,4,8,Server002,19,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""BootType"",""#text"":""0""},{""@Name"":""LoadOptions"",""#text"":"" NOEXECUTE=OPTIN""}]}}"
2795,4092,2025-04-16 19:43:57.1786929,18,Info,Microsoft-Windows-Kernel-Boot,System,4,8,Server002,20,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":{""@Name"":""EntryCount"",""#text"":""1""}}}"
2796,4093,2025-04-16 19:43:57.1787108,32,Info,Microsoft-Windows-Kernel-Boot,System,4,8,Server002,20,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":{""@Name"":""BitlockerUserInputTime"",""#text"":""0""}}}"
2797,4094,2025-04-16 19:43:57.1814044,20,Info,Microsoft-Windows-Kernel-General,System,4,8,Server002,20,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Time,0,"{""EventData"":{""Data"":[{""@Name"":""UpdateReason"",""#text"":""0""},{""@Name"":""EnabledNew"",""#text"":""True""},{""@Name"":""CountNew"",""#text"":""0""},{""@Name"":""CountOld"",""#text"":""0""}]}}"
2798,4095,2025-04-16 19:43:57.2657637,16,Info,Microsoft-Windows-HAL,System,4,8,Server002,20,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":""""}"
2799,4096,2025-04-16 19:43:57.6377819,6,Info,Microsoft-Windows-FilterManager,System,4,8,Server002,20,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""FinalStatus"",""#text"":""0x0""},{""@Name"":""DeviceVersionMajor"",""#text"":""10""},{""@Name"":""DeviceVersionMinor"",""#text"":""0""},{""@Name"":""DeviceNameLength"",""#text"":""8""},{""@Name"":""DeviceName"",""#text"":""FileInfo""},{""@Name"":""DeviceTime"",""#text"":""2062-12-23 06:21:06.0000000""}]}}"
