691,1988,2024-09-26 13:43:47.3587421,7040,Info,Service Control Manager,System,668,756,Server002,5,S-1-5-18,Start type of a service has changed,,,The start type of the Windows Modules Installer was changed from demand start to auto start,,,,,,TrustedInstaller,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Windows Modules Installer""},{""@Name"":""param2"",""#text"":""demand start""},{""@Name"":""param3"",""#text"":""auto start""},{""@Name"":""param4"",""#text"":""TrustedInstaller""}]}}"
692,1989,2024-09-26 13:44:00.3574008,7040,Info,Service Control Manager,System,668,3932,Server002,5,S-1-5-18,Start type of a service has changed,,,The start type of the Background Intelligent Transfer Service was changed from demand start to auto start,,,,,,BITS,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Background Intelligent Transfer Service""},{""@Name"":""param2"",""#text"":""demand start""},{""@Name"":""param3"",""#text"":""auto start""},{""@Name"":""param4"",""#text"":""BITS""}]}}"
693,1990,2024-09-26 13:44:14.6991430,7040,Info,Service Control Manager,System,668,756,Server002,5,S-1-5-18,Start type of a service has changed,,,The start type of the Windows Modules Installer was changed from auto start to demand start,,,,,,TrustedInstaller,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Windows Modules Installer""},{""@Name"":""param2"",""#text"":""auto start""},{""@Name"":""param3"",""#text"":""demand start""},{""@Name"":""param4"",""#text"":""TrustedInstaller""}]}}"
694,1991,2024-09-26 13:44:21.2941682,43,Info,Microsoft-Windows-WindowsUpdateClient,System,4536,4808,Server002,5,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x8000000000002008,0,"{""EventData"":{""Data"":[{""@Name"":""updateTitle"",""#text"":""2024-09 Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5043064)""},{""@Name"":""updateGuid"",""#text"":""b041cc44-48be-4fe2-9869-29a785d68abe""},{""@Name"":""updateRevisionNumber"",""#text"":""1""}]}}"
695,1992,2024-09-26 13:44:23.7198214,7040,Info,Service Control Manager,System,668,756,Server002,5,S-1-5-18,Start type of a service has changed,,,The start type of the Windows Modules Installer was changed from demand start to auto start,,,,,,TrustedInstaller,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Windows Modules Installer""},{""@Name"":""param2"",""#text"":""demand start""},{""@Name"":""param3"",""#text"":""auto start""},{""@Name"":""param4"",""#text"":""TrustedInstaller""}]}}"
696,1993,2024-09-26 13:45:12.0157761,10148,Info,Microsoft-Windows-WinRM,System,0,0,Server002,5,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x80000000000000,0,"{""EventData"":{""@Name"":""Started Listening""}}"
697,1994,2024-09-26 13:45:12.2837089,10016,Warning,Microsoft-Windows-DistributedCOM,System,912,944,Server002,5,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""application-specific""},{""@Name"":""param2"",""#text"":""Local""},{""@Name"":""param3"",""#text"":""Launch""},{""@Name"":""param4"",""#text"":""Windows.SecurityCenter.WscDataProtection""},{""@Name"":""param5"",""#text"":""Unavailable""},{""@Name"":""param6"",""#text"":""NT AUTHORITY""},{""@Name"":""param7"",""#text"":""SYSTEM""},{""@Name"":""param8"",""#text"":""S-1-5-18""},{""@Name"":""param9"",""#text"":""LocalHost (Using LRPC)""},{""@Name"":""param10"",""#text"":""Unavailable""},{""@Name"":""param11"",""#text"":""Unavailable""}]}}"
698,1995,2024-09-26 13:45:12.2837089,10016,Warning,Microsoft-Windows-DistributedCOM,System,912,8100,Server002,5,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""application-specific""},{""@Name"":""param2"",""#text"":""Local""},{""@Name"":""param3"",""#text"":""Launch""},{""@Name"":""param4"",""#text"":""Windows.SecurityCenter.WscBrokerManager""},{""@Name"":""param5"",""#text"":""Unavailable""},{""@Name"":""param6"",""#text"":""NT AUTHORITY""},{""@Name"":""param7"",""#text"":""SYSTEM""},{""@Name"":""param8"",""#text"":""S-1-5-18""},{""@Name"":""param9"",""#text"":""LocalHost (Using LRPC)""},{""@Name"":""param10"",""#text"":""Unavailable""},{""@Name"":""param11"",""#text"":""Unavailable""}]}}"
699,1996,2024-09-26 13:45:12.2837089,10016,Warning,Microsoft-Windows-DistributedCOM,System,912,1212,Server002,5,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""application-specific""},{""@Name"":""param2"",""#text"":""Local""},{""@Name"":""param3"",""#text"":""Launch""},{""@Name"":""param4"",""#text"":""Windows.SecurityCenter.SecurityAppBroker""},{""@Name"":""param5"",""#text"":""Unavailable""},{""@Name"":""param6"",""#text"":""NT AUTHORITY""},{""@Name"":""param7"",""#text"":""SYSTEM""},{""@Name"":""param8"",""#text"":""S-1-5-18""},{""@Name"":""param9"",""#text"":""LocalHost (Using LRPC)""},{""@Name"":""param10"",""#text"":""Unavailable""},{""@Name"":""param11"",""#text"":""Unavailable""}]}}"
700,1997,2024-09-26 13:45:18.8137657,10400,Warning,Microsoft-Windows-NDIS,System,4,100,Server002,5,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x2000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""IfGuid"",""#text"":""e0d123c5-e234-4bc2-8484-36ab28ab6c67""},{""@Name"":""IfIndex"",""#text"":""13""},{""@Name"":""IfLuid"",""#text"":""1689399632855040""},{""@Name"":""AdapterName"",""#text"":""Intel(R) PRO/1000 MT Desktop Adapter""},{""@Name"":""ResetReason"",""#text"":""1""},{""@Name"":""ResetCount"",""#text"":""1""}]}}"
701,1998,2024-09-26 13:45:24.9342674,10400,Warning,Microsoft-Windows-NDIS,System,4,100,Server002,5,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x2000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""IfGuid"",""#text"":""e0d123c5-e234-4bc2-8484-36ab28ab6c67""},{""@Name"":""IfIndex"",""#text"":""13""},{""@Name"":""IfLuid"",""#text"":""1689399632855040""},{""@Name"":""AdapterName"",""#text"":""Intel(R) PRO/1000 MT Desktop Adapter""},{""@Name"":""ResetReason"",""#text"":""2""},{""@Name"":""ResetCount"",""#text"":""2""}]}}"
702,1999,2024-09-26 13:45:35.3336260,10400,Warning,Microsoft-Windows-NDIS,System,4,304,Server002,5,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x2000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""IfGuid"",""#text"":""e0d123c5-e234-4bc2-8484-36ab28ab6c67""},{""@Name"":""IfIndex"",""#text"":""13""},{""@Name"":""IfLuid"",""#text"":""1689399632855040""},{""@Name"":""AdapterName"",""#text"":""Intel(R) PRO/1000 MT Desktop Adapter""},{""@Name"":""ResetReason"",""#text"":""1""},{""@Name"":""ResetCount"",""#text"":""3""}]}}"
703,2000,2024-09-26 13:45:42.5230543,10400,Warning,Microsoft-Windows-NDIS,System,4,100,Server002,5,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x2000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""IfGuid"",""#text"":""e0d123c5-e234-4bc2-8484-36ab28ab6c67""},{""@Name"":""IfIndex"",""#text"":""13""},{""@Name"":""IfLuid"",""#text"":""1689399632855040""},{""@Name"":""AdapterName"",""#text"":""Intel(R) PRO/1000 MT Desktop Adapter""},{""@Name"":""ResetReason"",""#text"":""2""},{""@Name"":""ResetCount"",""#text"":""4""}]}}"
704,2001,2024-09-26 13:45:55.7008668,105,Info,Microsoft-Windows-Kernel-Power,System,4,192,Server002,5,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x8000000000000404,0,"{""EventData"":{""Data"":[{""@Name"":""AcOnline"",""#text"":""True""},{""@Name"":""RemainingCapacity"",""#text"":""46000""},{""@Name"":""FullChargeCapacity"",""#text"":""50000""}]}}"
705,2002,2024-09-26 13:46:27.2886406,10016,Warning,Microsoft-Windows-DistributedCOM,System,912,960,Server002,5,S-1-5-21-3962163828-2803415714-1403596700-1006,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""machine-default""},{""@Name"":""param2"",""#text"":""Local""},{""@Name"":""param3"",""#text"":""Activation""},{""@Name"":""param4"",""#text"":""{C2F03A33-21F5-47FA-B4BB-156362A2F239}""},{""@Name"":""param5"",""#text"":""{316CDED5-E4AE-4B15-9113-7055D84DCC97}""},{""@Name"":""param6"",""#text"":""SERVER002""},{""@Name"":""param7"",""#text"":""admin_test""},{""@Name"":""param8"",""#text"":""S-1-5-21-3962163828-2803415714-1403596700-1006""},{""@Name"":""param9"",""#text"":""LocalHost (Using LRPC)""},{""@Name"":""param10"",""#text"":""Microsoft.Windows.ShellExperienceHost_10.0.19041.1949_neutral_neutral_cw5n1h2txyewy""},{""@Name"":""param11"",""#text"":""S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708""}]}}"
706,2003,2024-09-26 13:47:46.0933161,7031,Error,Service Control Manager,System,668,4072,Server002,5,,Service crashed unexpectedly,,,Name: Windows Push Notifications User Service_67bdd,It has done this 1 time(s),The following corrective action will be taken in 10000 millisecond(s),CorrectiveAction: Restart the service,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Windows Push Notifications User Service_67bdd""},{""@Name"":""param2"",""#text"":""1""},{""@Name"":""param3"",""#text"":""10000""},{""@Name"":""param4"",""#text"":""1""},{""@Name"":""param5"",""#text"":""Restart the service""}],""Binary"":""57-00-70-00-6E-00-55-00-73-00-65-00-72-00-53-00-65-00-72-00-76-00-69-00-63-00-65-00-5F-00-36-00-37-00-62-00-64-00-64-00-00-00""}}"
