3862,4833,2025-05-02 19:13:42.7223066,105,Info,ESENT,Application,0,0,Server002,50,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""svchost, 8164,D,0, DS_Token_DB: , 0, 0, \n[1] 0.000647 +J(0) +M(C:0K, Fs:136, WS:536K # 536K, PF:2380K # 2380K, P:2380K)\n[2] 0.001428 +J(0) +M(C:8K, Fs:144, WS:568K # 568K, PF:1164K # 1164K, P:1164K)\n[3] 0.000013 +J(0) +M(C:0K, Fs:5, WS:16K # 16K, PF:68K # 68K, P:68K)\n[4] 0.000208 +J(0) +M(C:0K, Fs:26, WS:104K # 104K, PF:164K # 164K, P:164K)\n[5] 0.002770 +J(0) +M(C:0K, Fs:10, WS:40K # 40K, PF:20K # 20K, P:20K)\n[6] 0.009848 +J(0) +M(C:0K, Fs:27, WS:108K # 108K, PF:16K # 16K, P:16K)\n[7] 0.006679 -0.001290 (2) WT +J(0) +M(C:0K, Fs:33, WS:132K # 132K, PF:64K # 64K, P:64K)\n[8] 0.069469 -0.009390 (8) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:28392/19) +M(C:0K, Fs:146, WS:368K # 368K, PF:220K # 224K, P:220K)\n[9] 0.000672 +J(0) +M(C:0K, Fs:6, WS:24K # 24K, PF:0K # 0K, P:0K)\n[10] 0.004742 -0.001421 (1) WT +J(0) +M(C:0K, Fs:0, WS:-60K # 0K, PF:-60K # 0K, P:-60K)\n[11] 0.000029 +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:49/1) +M(C:0K, Fs:2, WS:8K # 0K, PF:0K # 0K, P:0K)\n[12] 0.012566 -0.002639 (2) WT +J(0) +M(C:0K, Fs:14, WS:52K # 0K, PF:56K # 0K, P:56K)\n[13] 0.124626 -0.001897 (2) CM -0.019660 (22) WT +J(CM:2, PgRf:2, Rd:0/2, Dy:0/0, Lg:8759/5) +M(C:0K, Fs:52, WS:84K # 148K, PF:160K # 220K, P:160K)\n[14] 0.000101 +J(0)\n[15] 0.000009 +J(0)\n[16] 0.002326 -0.000001 (1) WT +J(0) +M(C:0K, Fs:2, WS:0K # 0K, PF:0K # 0K, P:0K)., lgposV2[] = 00000004:0001:0000 - 00000004:0007:0039 - 00000004:0008:0000 - 00000004:0008:0000 (00000000:0000:0000)\ncReInits = 2\n"",""Binary"":""""}}"
3863,4834,2025-05-02 19:13:42.7818066,326,Info,ESENT,Application,0,0,Server002,50,,NTDS the database engine attached a database,,,"Database: B: , 1, C:\Windows\system32\config\systemprofile\AppData\Local\DataSharing\Storage\DSTokenDB2.dat",,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""svchost, 8164,D,50, DS_Token_DB: , 1, C:\\Windows\\system32\\config\\systemprofile\\AppData\\Local\\DataSharing\\Storage\\DSTokenDB2.dat, 0, \n[1] 0.000004 +J(0)\n[2] 0.003632 -0.000719 (1) WT +J(0) +M(C:0K, Fs:17, WS:4K # 12K, PF:4K # 0K, P:4K)\n[3] 0.028688 -0.004276 (5) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:14, WS:52K # 0K, PF:48K # 0K, P:48K)\n[4] 0.006285 +J(0)\n[5] -\n[6] -\n[7] -\n[8] 0.001867 -0.001722 (2) CM -0.001380 (2) WT +J(CM:2, PgRf:2, Rd:4/2, Dy:0/0, Lg:54/1) +M(C:8K, Fs:4, WS:16K # 4K, PF:28K # 12K, P:28K)\n[9] 0.003622 -0.003390 (4) CM -0.002916 (4) WT +J(CM:4, PgRf:23, Rd:0/3, Dy:0/0, Lg:0/0) +M(C:0K, Fs:28, WS:104K # 104K, PF:196K # 204K, P:196K)\n[10] 0.005608 -0.005256 (3) CM -0.004796 (3) WT +J(CM:3, PgRf:40, Rd:0/3, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 4K, PF:64K # 56K, P:64K)\n[11] 0.000016 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:2, WS:8K # 8K, PF:0K # 0K, P:0K)\n[12] 0.001007 +J(CM:0, PgRf:42, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:6, WS:24K # 24K, PF:0K # 0K, P:0K)\n[13] 0.000001 +J(0)\n[14] 0.0 +J(0)\n[15] 0.000007 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0)., 1 0, lgposAttach = 00000004:000A:0268,\ndbv = 1568.110.240"",""Binary"":""""}}"
3864,4835,2025-05-02 19:13:44.3716318,264,Error,Microsoft-Windows-Defrag,Application,0,0,Server002,50,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""re-trim, System Reserved, The operation requested is not supported by the hardware backing the volume. (0x8900002A)"",""Binary"":""2A-00-00-89-80-02-00-00-8D-00-00-00-90-00-00-00-22-B6-38-23-DB-B1-BD-38-1B-07-00-00-00-00-00-00-00-00-00-00""}}"
3865,4836,2025-05-02 19:13:44.3757300,258,LogAlways,Microsoft-Windows-Defrag,Application,0,0,Server002,50,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""defragmentation, System Reserved"",""Binary"":""00-00-00-00-34-02-00-00-FA-01-00-00-00-00-00-00-22-B6-51-A2-29-6B-ED-D8-5E-9C-8D-03-00-00-00-00-00-00-00-00""}}"
3866,4837,2025-05-02 19:13:53.7239762,16394,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,50,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""""}}"
3867,4838,2025-05-02 19:14:21.4765296,16384,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,50,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""2025-05-03T08:51:19Z, RulesEngine"",""Binary"":""""}}"
3868,4839,2025-05-02 19:17:14.3638340,258,LogAlways,Microsoft-Windows-Defrag,Application,0,0,Server002,50,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""boot optimisation, (C:)"",""Binary"":""00-00-00-00-26-04-00-00-FD-03-00-00-00-00-00-00-22-B6-30-DF-64-79-C7-F6-E2-6C-1C-00-00-00-00-00-00-00-00-00""}}"
3869,4840,2025-05-02 19:18:04.7982718,8224,Info,VSS,Application,0,0,Server002,50,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""2D-20-43-6F-64-65-3A-20-20-43-4F-52-53-56-43-43-30-30-30-30-30-37-37-34-2D-20-43-61-6C-6C-3A-20-20-43-4F-52-53-56-43-43-30-30-30-30-30-37-35-36-2D-20-50-49-44-3A-20-20-30-30-30-30-36-31-37-36-2D-20-54-49-44-3A-20-20-30-30-30-30-30-38-33-36-2D-20-43-4D-44-3A-20-20-43-3A-5C-57-69-6E-64-6F-77-73-5C-73-79-73-74-65-6D-33-32-5C-76-73-73-76-63-2E-65-78-65-20-20-20-2D-20-55-73-65-72-3A-20-4E-61-6D-65-3A-20-4E-54-20-41-55-54-48-4F-52-49-54-59-5C-53-59-53-54-45-4D-2C-20-53-49-44-3A-53-2D-31-2D-35-2D-31-38-20""}}"
3870,4841,2025-05-02 19:52:00.3031088,0,Info,brave,Application,0,0,Server002,50,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Service stopped"",""Binary"":""""}}"
3871,4842,2025-05-02 20:15:46.3734409,16394,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,50,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""""}}"
