4011,5308,2025-04-29 14:11:32.2867993,44,Info,Microsoft-Windows-WindowsUpdateClient,System,6116,12520,Server002,28,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x8000000000002004,0,"{""EventData"":{""Data"":[{""@Name"":""updateTitle"",""#text"":""9NSTH9KHZDLQ-Microsoft.UI.Xaml.2.8""},{""@Name"":""updateGuid"",""#text"":""6b5369f2-d415-4daf-a500-1b864dc84dec""},{""@Name"":""updateRevisionNumber"",""#text"":""1""}]}}"
4012,5309,2025-04-29 14:11:42.4194422,16,Info,Microsoft-Windows-Kernel-General,System,8808,9336,Server002,28,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""HiveNameLength"",""#text"":""135""},{""@Name"":""HiveName"",""#text"":""\\??\\C:\\ProgramData\\Microsoft\\Windows\\AppRepository\\Packages\\Microsoft.ZuneVideo_10.25031.10021.0_x64__8wekyb3d8bbwe\\ActivationStore.dat""},{""@Name"":""KeysUpdated"",""#text"":""0""},{""@Name"":""DirtyPages"",""#text"":""0""}]}}"
4013,5310,2025-04-29 14:11:47.8860746,44,Info,Microsoft-Windows-WindowsUpdateClient,System,6116,12520,Server002,28,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x8000000000002004,0,"{""EventData"":{""Data"":[{""@Name"":""updateTitle"",""#text"":""9WZDNCRD29V9-MICROSOFT.MICROSOFTOFFICEHUB""},{""@Name"":""updateGuid"",""#text"":""13e98deb-4f87-4ace-b5c8-08c10be8bfbe""},{""@Name"":""updateRevisionNumber"",""#text"":""1""}]}}"
4014,5311,2025-04-29 14:11:47.8860775,44,Info,Microsoft-Windows-WindowsUpdateClient,System,6116,12520,Server002,28,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x8000000000002004,0,"{""EventData"":{""Data"":[{""@Name"":""updateTitle"",""#text"":""9WZDNCRFJ3P2-MICROSOFT.ZUNEVIDEO""},{""@Name"":""updateGuid"",""#text"":""a1f5042d-4087-43b8-ac6e-f0b15a89cb2f""},{""@Name"":""updateRevisionNumber"",""#text"":""1""}]}}"
4015,5312,2025-04-29 14:11:47.8860787,44,Info,Microsoft-Windows-WindowsUpdateClient,System,6116,12520,Server002,28,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x8000000000002004,0,"{""EventData"":{""Data"":[{""@Name"":""updateTitle"",""#text"":""9NBLGGH3FRZM-Microsoft.VCLibs.140.00""},{""@Name"":""updateGuid"",""#text"":""7c4b0956-b3f1-40ac-a633-668abc5d6af2""},{""@Name"":""updateRevisionNumber"",""#text"":""1""}]}}"
4016,5313,2025-04-29 14:11:47.8860797,44,Info,Microsoft-Windows-WindowsUpdateClient,System,6116,12520,Server002,28,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x8000000000002004,0,"{""EventData"":{""Data"":[{""@Name"":""updateTitle"",""#text"":""9WZDNCRD29V9-MICROSOFT.MICROSOFTOFFICEHUB""},{""@Name"":""updateGuid"",""#text"":""13e98deb-4f87-4ace-b5c8-08c10be8bfbe""},{""@Name"":""updateRevisionNumber"",""#text"":""1""}]}}"
4017,5314,2025-04-29 14:11:47.8860818,44,Info,Microsoft-Windows-WindowsUpdateClient,System,6116,12520,Server002,28,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x8000000000002004,0,"{""EventData"":{""Data"":[{""@Name"":""updateTitle"",""#text"":""9NCBCSZSJRSB-SpotifyAB.SpotifyMusic""},{""@Name"":""updateGuid"",""#text"":""48cd61fb-7653-4f3c-a5cc-595c7859f62e""},{""@Name"":""updateRevisionNumber"",""#text"":""1""}]}}"
4018,5315,2025-04-29 14:11:47.8924493,44,Info,Microsoft-Windows-WindowsUpdateClient,System,6116,12520,Server002,28,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x8000000000002004,0,"{""EventData"":{""Data"":[{""@Name"":""updateTitle"",""#text"":""9WZDNCRFJ3P2-MICROSOFT.ZUNEVIDEO""},{""@Name"":""updateGuid"",""#text"":""a1f5042d-4087-43b8-ac6e-f0b15a89cb2f""},{""@Name"":""updateRevisionNumber"",""#text"":""1""}]}}"
4019,5316,2025-04-29 14:11:47.8924609,44,Info,Microsoft-Windows-WindowsUpdateClient,System,6116,12520,Server002,28,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x8000000000002004,0,"{""EventData"":{""Data"":[{""@Name"":""updateTitle"",""#text"":""9NBLGGH4RV3K-Microsoft.VCLibs.140.00.UWPDesktop""},{""@Name"":""updateGuid"",""#text"":""fcdd3b59-f41c-4595-b36b-245bacb749e8""},{""@Name"":""updateRevisionNumber"",""#text"":""1""}]}}"
4020,5317,2025-04-29 14:11:47.8924622,44,Info,Microsoft-Windows-WindowsUpdateClient,System,6116,12520,Server002,28,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x8000000000002004,0,"{""EventData"":{""Data"":[{""@Name"":""updateTitle"",""#text"":""9WZDNCRD29V9-MICROSOFT.MICROSOFTOFFICEHUB""},{""@Name"":""updateGuid"",""#text"":""13e98deb-4f87-4ace-b5c8-08c10be8bfbe""},{""@Name"":""updateRevisionNumber"",""#text"":""1""}]}}"
