110,1407,2024-09-23 13:18:33.6727565,19,Info,Microsoft-Windows-WindowsUpdateClient,System,4744,4892,Server002,0,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Installation,0,"{""EventData"":{""Data"":[{""@Name"":""updateTitle"",""#text"":""9P5VK8KZB5QZ-Microsoft.UI.Xaml.2.7""},{""@Name"":""updateGuid"",""#text"":""adffebde-66d8-4836-af4d-fec1ba3b55a7""},{""@Name"":""updateRevisionNumber"",""#text"":""1""},{""@Name"":""serviceGuid"",""#text"":""855e8a7c-ecb4-4ca3-b045-1dfa50104289""}]}}"
111,1408,2024-09-23 13:18:33.6918758,43,Info,Microsoft-Windows-WindowsUpdateClient,System,4744,4892,Server002,0,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x8000000000002008,0,"{""EventData"":{""Data"":[{""@Name"":""updateTitle"",""#text"":""9WZDNCRFHVQM-MICROSOFT.WINDOWSCOMMUNICATIONSAPPS""},{""@Name"":""updateGuid"",""#text"":""c7246752-82a1-425b-ae31-80d2aa80a40d""},{""@Name"":""updateRevisionNumber"",""#text"":""1""}]}}"
112,1409,2024-09-23 13:18:35.9893872,19,Info,Microsoft-Windows-WindowsUpdateClient,System,4744,4892,Server002,0,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Installation,0,"{""EventData"":{""Data"":[{""@Name"":""updateTitle"",""#text"":""9WZDNCRFHVQM-MICROSOFT.WINDOWSCOMMUNICATIONSAPPS""},{""@Name"":""updateGuid"",""#text"":""c7246752-82a1-425b-ae31-80d2aa80a40d""},{""@Name"":""updateRevisionNumber"",""#text"":""1""},{""@Name"":""serviceGuid"",""#text"":""855e8a7c-ecb4-4ca3-b045-1dfa50104289""}]}}"
113,1410,2024-09-23 15:22:26.2091726,12,Info,Microsoft-Windows-Kernel-General,System,4,8,Server002,0,S-1-5-18,OS was started,,,StartTime: 2024-09-23 15:22:25.5000000,BootMode: Normal boot,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,State,0,"{""EventData"":{""Data"":[{""@Name"":""MajorVersion"",""#text"":""10""},{""@Name"":""MinorVersion"",""#text"":""0""},{""@Name"":""BuildVersion"",""#text"":""19041""},{""@Name"":""QfeVersion"",""#text"":""2965""},{""@Name"":""ServiceVersion"",""#text"":""0""},{""@Name"":""BootMode"",""#text"":""0""},{""@Name"":""StartTime"",""#text"":""2024-09-23 15:22:25.5000000""}]}}"
114,1411,2024-09-23 15:22:26.2092020,153,Info,Microsoft-Windows-Kernel-Boot,System,4,8,Server002,0,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""Status"",""#text"":""0""},{""@Name"":""EnableDisableReason"",""#text"":""0""},{""@Name"":""VsmPolicy"",""#text"":""0""}]}}"
115,1412,2024-09-23 15:22:26.2094204,20,Info,Microsoft-Windows-Kernel-Boot,System,4,8,Server002,0,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""LastShutdownGood"",""#text"":""False""},{""@Name"":""LastBootGood"",""#text"":""True""},{""@Name"":""LastBootId"",""#text"":""21""},{""@Name"":""BootStatusPolicy"",""#text"":""2""}]}}"
116,1413,2024-09-23 15:22:26.2094769,25,Info,Microsoft-Windows-Kernel-Boot,System,4,8,Server002,0,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":{""@Name"":""BootMenuPolicy"",""#text"":""1""}}}"
117,1414,2024-09-23 15:22:26.2094772,27,Info,Microsoft-Windows-Kernel-Boot,System,4,8,Server002,0,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""BootType"",""#text"":""0""},{""@Name"":""LoadOptions"",""#text"":"" NOEXECUTE=OPTIN""}]}}"
118,1415,2024-09-23 15:22:26.2094820,18,Info,Microsoft-Windows-Kernel-Boot,System,4,8,Server002,0,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":{""@Name"":""EntryCount"",""#text"":""1""}}}"
119,1416,2024-09-23 15:22:26.2095012,32,Info,Microsoft-Windows-Kernel-Boot,System,4,8,Server002,0,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Classic,0,"{""EventData"":{""Data"":{""@Name"":""BitlockerUserInputTime"",""#text"":""0""}}}"
120,1417,2024-09-23 15:22:26.2119256,20,Info,Microsoft-Windows-Kernel-General,System,4,8,Server002,0,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,Time,0,"{""EventData"":{""Data"":[{""@Name"":""UpdateReason"",""#text"":""0""},{""@Name"":""EnabledNew"",""#text"":""True""},{""@Name"":""CountNew"",""#text"":""0""},{""@Name"":""CountOld"",""#text"":""0""}]}}"
121,1418,2024-09-23 15:22:41.7587378,6008,Error,EventLog,System,0,0,Server002,0,,Unexpected system shutdown,,,"Timestamp: 16:09:00, ‎23/‎09/‎2024, 12",,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\system_5000.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""16:09:00, ‎23/‎09/‎2024, 12"",""Binary"":""E8-07-09-00-01-00-17-00-10-00-09-00-00-00-18-01-E8-07-09-00-01-00-17-00-0F-00-09-00-00-00-18-01-3C-00-00-00-3C-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-01-00-00-00-00-00-00-00""}}"
