2535,3506,2025-04-22 13:56:28.9345233,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,33,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""client-issuance-root Issuance License, 7cbeb41c-1778-47f2-aa36-51a5a618f716"",""Binary"":""""}}"
2536,3507,2025-04-22 13:56:28.9345233,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,33,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""client-issuance-stil Issuance License, 285583cd-fc43-4806-ace6-d247b7edd434"",""Binary"":""""}}"
2537,3508,2025-04-22 13:56:29.0585999,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,33,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""client-issuance-ul Issuance License, ce939c0e-53f7-4011-a286-78b6975fa5f0"",""Binary"":""""}}"
2538,3509,2025-04-22 13:56:29.1035881,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,33,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""client-issuance-ul-oob Issuance License, 7209e8e3-cce2-49dd-8f6e-2cc8a611f202"",""Binary"":""""}}"
2539,3510,2025-04-22 13:56:29.1035881,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,33,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""client-issuance-root-bridge-test Issuance License, 7256a55f-e989-4e06-b2c2-c527f49e4527"",""Binary"":""""}}"
2540,3511,2025-04-22 13:56:29.1816240,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,33,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""client-issuance-bridge-office Issuance License, 4d4a5396-01a7-4ae5-9973-b53bb1af5c30"",""Binary"":""""}}"
2541,3512,2025-04-22 13:56:29.1816240,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,33,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Office 24 UL oob License (Public), 8697a68b-bed6-44f0-b0ea-fd9b8ff44644"",""Binary"":""""}}"
2542,3513,2025-04-22 13:56:29.1816240,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,33,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Office 24 UL oob License (Private), d0123f03-1f23-4fc2-a73a-320ca16197cb"",""Binary"":""""}}"
2543,3514,2025-04-22 13:56:29.1816240,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,33,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""OfficeA2D2C78E-2E0B-4214-8098-D5D13E718DC5 PPD License, 70927ae0-f30d-c6f4-8a11-8739588e2559"",""Binary"":""""}}"
2544,3515,2025-04-22 13:56:29.1816240,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,33,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Office 24 Publishing License (Public), a563d107-7370-41c0-b06d-5a36a9e6b9f9"",""Binary"":""""}}"
2545,3516,2025-04-22 13:56:29.1816240,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,33,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Office 24 Publishing License (Private), 5366cadd-e113-4cac-bf82-aa35e2ef3eca"",""Binary"":""""}}"
2546,3517,2025-04-22 13:56:29.1816240,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,33,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Office 24 UL phone License (Public), dcb1c80d-575b-463a-a12f-b9b2a281a4a2"",""Binary"":""""}}"
2547,3518,2025-04-22 13:56:29.1816240,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,33,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Office 24 UL phone License (Private), 4465c91f-5d03-4234-a75d-db7d4ee705bb"",""Binary"":""""}}"
2548,3519,2025-04-22 13:56:29.4363387,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,33,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Office 24 UL oob License (Public), b668ab1e-ba28-4e5f-a77f-6ae4695781eb"",""Binary"":""""}}"
2549,3520,2025-04-22 13:56:29.4363387,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,33,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Office 24 UL oob License (Private), dbe77171-7e62-4964-a850-791e17a7ab92"",""Binary"":""""}}"
