1139,2110,2024-10-13 17:18:44.7120329,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,15,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(R) UL oob License (Private), ef6deef8-70a5-458b-b5e0-2ea9e8a71018"",""Binary"":""""}}"
1140,2111,2024-10-13 17:18:44.7161348,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,15,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(R) UL phone License (Public), 1eac7464-6e30-4a57-a758-7dea2ccb3903"",""Binary"":""""}}"
1141,2112,2024-10-13 17:18:44.7161348,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,15,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(R) UL phone License (Private), e43b8041-78c2-43a6-9078-1e1003cd7413"",""Binary"":""""}}"
1142,2113,2024-10-13 17:18:44.7343836,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,15,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(R) UL store License (Public), 1ded3b8a-bf89-4fd5-bc14-96c5a081dbf3"",""Binary"":""""}}"
1143,2114,2024-10-13 17:18:44.7343836,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,15,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(R) UL store License (Private), 539525b2-55d8-40ed-b3db-33cb621c86ac"",""Binary"":""""}}"
1144,2115,2024-10-13 17:18:44.7343836,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,15,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""DefaultPpd-Client-ESU-Year5 Component PPD License, 18479091-2f52-d5be-533c-ccfdfda41010"",""Binary"":""""}}"
1145,2116,2024-10-13 17:18:44.7343836,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,15,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(R) Client-ESU-Year6 Product PPD License, 7082ee5b-494e-5e2c-3040-dbb26b5ccd84"",""Binary"":""""}}"
1146,2117,2024-10-13 17:18:44.7709001,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,15,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(R) UL oob License (Public), 1c36e305-f7e5-46cf-ad7f-adf2eeac7c0e"",""Binary"":""""}}"
1147,2118,2024-10-13 17:18:44.7709001,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,15,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(R) UL oob License (Private), cdb525f8-19ea-4b70-9ea9-074b8e2306f6"",""Binary"":""""}}"
1148,2119,2024-10-13 17:18:44.7709001,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,15,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(R) UL volume License (Public), 18cc62fc-e787-47b6-8540-2049133f5faa"",""Binary"":""""}}"
1149,2120,2024-10-13 17:18:44.7709001,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,15,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(R) UL volume License (Private), d5eaebd1-4a24-4629-8e2b-3b974b5262c4"",""Binary"":""""}}"
1150,2121,2024-10-13 17:18:44.8081056,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,15,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(R) Publishing License (Public), 9838ff85-194e-47f2-949e-15ff8757f7a1"",""Binary"":""""}}"
1151,2122,2024-10-13 17:18:44.8081056,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,15,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(R) Publishing License (Private), 39df9fe5-0292-46f3-9138-ff327cc39037"",""Binary"":""""}}"
1152,2123,2024-10-13 17:18:44.8081056,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,15,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(R) UL oob License (Public), a138d325-5bbf-4d7a-8605-9ab31bfed8d6"",""Binary"":""""}}"
1153,2124,2024-10-13 17:18:44.8081056,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,Server002,15,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(R) UL oob License (Private), de731b49-606f-4bf0-a80a-4116e7afb84b"",""Binary"":""""}}"
