"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-23T18:21:21Z","2024-10-23T21:21:21Z","T1082","24","Azure Security Scan with SkyArk","Server002","System.Object[]","server002\admin_test","26a18d3d-f8bc-486b-9a33-d6df5d78a594",,
