"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-27T12:48:40Z","2024-10-27T14:48:40Z","T1543.003","2","Service Installation CMD","Server002","System.Object[]","server002\admin_test","981e2942-e433-44e9-afc1-8c957a1496b6","6176","0"
